70,85
69,4
28,23
55,5
28,36
38,76
67,91
99,10
69,96
34,91
77,48
49,59
70,14
65,42
90,49
29,62
30,11
93,89
68,19
47,9
63,96
84,10
67,97
14,53
68,19
20,95
22,48
80,9
45,97
41,83
33,99
12,12
44,60
71,64
42,51
71,28
99,24
92,85
9,88
82,31
80,46
82,80
84,78
86,86
51,62
20,91
17,22
62,31
60,9
31,24
16,57
99,2
19,64
91,76
33,95
21,59
15,93
49,81
41,17
8,62
3,48
3,65
99,56
38,60
55,8
24,20
55,3
49,85
32,77
88,26
27,19
89,86
22,81
10,43
22,43
4,85
7,2
90,26
85,3
46,70
4,79
84,50
41,18
31,34
50,63
25,35
24,53
10,7
62,29
27,19
98,44
91,63
75,42
67,64
86,29
45,83
44,15
98,50
87,35
81,19
49,36
12,73
81,37
88,2
51,71
41,15
32,41
94,15
90,75
65,9
46,86
40,90
30,89
33,7
90,97
48,73
38,35
37,39
44,41
37,56
97,87
88,61
31,29
24,76
35,93
31,83
66,45
27,7
46,63
4,53
96,37
69,31
68,92
90,92
61,4
31,42
55,46
75,45
94,73
76,61
52,55
63,75
24,54
23,31
51,22
4,19
66,40
51,11
97,73
54,69
6,83
88,37
48,40
30,54
66,18
78,36
83,99
18,46
53,87
47,97
35,69
54,99
56,19
3,44
83,59
36,62
63,49
49,5
98,63
73,79
86,30
84,68
25,76
7,58
25,21
31,14
38,11
44,10
98,9
27,87
34,35
49,74
49,57
16,84
29,49
72,70
83,36
56,29
31,8
1,97
13,45
32,37
47,6
1,79
63,96
20,71
22,37
12,86
66,8
99,13
85,99
77,22
49,37
31,92
3,71
14,72
85,46
53,41
29,41
76,98
6,94
49,53
42,87
49,10
82,28
8,98
50,50
20,14
60,13
43,86
62,95
27,81
40,4
82,11
77,68
41,96
3,60
96,70
57,53
89,48
23,68
36,6
32,60
12,88
65,84
54,57
9,56
99,12
92,98
95,30
65,14
96,10
47,61
19,74
92,63
20,4
4,55
62,12
40,53
87,50
2,7
73,60
44,46
66,30
19,31
21,6
82,40
16,99
8,32
7,15
29,52
66,74
99,6
28,50
70,85
85,65
72,24
50,17
44,60
21,46
38,14
57,44
24,96
86,99
91,75
46,19
80,17
60,60
68,48
7,62
70,53
81,83
22,9
29,38
37,12
45,49
79,96
37,24
35,8
71,87
91,61
30,66
69,99
66,26
73,85
16,33
50,77
41,42
99,4
43,32
68,60
95,47
84,21
5,38
64,53
98,82
35,15
20,75
36,61
70,84
10,45
49,80
35,99
71,97
73,59
96,29
52,93
43,54
88,9
60,98
99,71
13,87
95,90
90,75
11,77
17,62
50,84
72,78
38,36
55,13
88,47
74,35
15,78
98,84
59,42
69,71
68,78
92,65
33,17
93,32
22,60
40,53
62,94
54,81
87,5
64,40
71,84
99,27
32,12
69,12
71,8
78,13
28,12
40,5
54,46
65,42
67,32
83,79
20,2
36,83
80,54
27,69
73,86
97,15
22,29
66,73
7,54
65,99
13,83
45,72
13,73
43,15
58,3
51,22
98,70
4,21
20,83
17,71
4,88
58,66
85,52
84,2
68,34
20,15
83,57
33,75
78,48
94,7
5,22
78,47
92,84
88,18
56,20
48,56
14,99
52,7
10,48
25,57
57,15
73,1
16,75
20,80
46,71
67,65
6,11
61,65
57,68
66,56
70,51
70,42
92,16
18,25
64,97
67,49
40,30
42,86
34,15
75,34
24,83
50,31
1,74
37,28
95,60
44,44
41,80
88,67
42,8
23,25
50,35
32,56
91,52
33,68
12,92
25,84
82,3
52,52
3,54
8,56
72,49
40,16
82,17
97,39
54,47
33,46
56,19
35,24
60,71
90,5
48,26
35,47
49,79
30,67
94,27
45,46
17,68
5,75
33,17
94,75
39,26
14,62
91,87
24,65
20,74
83,49
39,83
68,16
65,49
15,80
74,80
19,46
91,67
68,34
75,35
61,76
23,57
85,29
99,39
99,57
16,1
81,53
59,64
13,74
82,58
28,79
58,3
61,77
48,47
10,57
29,24
21,72
88,6
93,64
5,57
8,82
29,78
60,39
5,71
32,11
53,56
41,57
20,30
77,3
56,32
20,5
64,90
89,52
35,36
87,65
5,47
94,77
13,45
24,1
96,88
82,56
35,21
28,34
45,2
1,26
39,90
96,83
79,34
13,62
91,81
61,84
58,60
54,18
9,64
23,56
44,12
46,29
72,71
19,31
67,22
40,34
80,68
81,79
40,4
92,35
72,42
37,10
98,35
33,51
86,9
71,99
68,25
33,69
9,57
53,97
36,57
32,79
8,37
25,89
55,71
51,59
93,69
51,91
91,92
12,32
4,71
38,15
91,34
76,2
86,10
84,94
30,70
64,30
42,69
56,34
91,85
18,52
71,28
20,2
88,79
64,29
68,17
31,52
91,76
93,66
34,99
2,36
50,51
70,41
70,6
14,54
92,28
9,50
44,80
86,91
99,44
76,77
72,51
54,40
41,73
81,2
18,58
1,79
50,19
57,59
90,15
86,61
99,75
49,30
43,29
45,42
15,64
88,6
7,3
7,37
88,16
60,90
38,52
43,95
24,70
95,54
55,96
6,63
45,37
24,18
73,16
81,77
77,93
7,54
76,68
70,25
37,52
72,51
49,22
33,95
69,18
96,97
84,57
38,7
52,25
88,30
19,63
54,52
73,97
77,17
15,90
20,57
33,2
10,4
16,70
75,33
83,15
34,23
95,5
84,5
89,62
2,51
39,90
77,1
7,53
84,72
27,31
20,45
6,50
40,20
52,99
25,93
54,73
8,64
8,40
54,14
89,81
2,32
5,73
6,7
61,7
94,83
89,22
4,61
6,48
61,3
86,94
96,77
2,63
8,13
52,9
88,84
39,63
2,62
3,44
72,4
82,78
47,44
5,67
2,17
57,13
84,81
24,31
3,81
6,45
52,12
85,84
87,9
4,50
4,16
59,5
81,88
61,73
9,73
4,3
49,3
86,81
79,40
3,80
7,42
42,4
96,81
4,27
9,59
7,40
71,13
96,98
33,79
9,99
6,48
62,15
95,86
8,88
10,71
8,29
54,20
98,99
37,94
4,84
1,25
41,14
96,83
91,73
7,52
6,37
56,12
83,99
74,66
6,72
2,10
70,10
91,79
42,17
9,71
2,11
74,9
95,86
33,34
10,99
10,45
64,15
93,98
92,89
5,94
8,26
79,6
86,76
30,77
2,58
4,9
55,9
99,74
83,29
4,68
10,7
41,1
93,94
99,69
6,88
5,32
72,18
89,75
9,86
2,71
4,47
48,9
99,85
75,54
3,64
7,18
71,1
82,70
7,65
2,60
7,1
46,6
99,98
20,60
6,83
6,3
64,5
92,89
8,5
3,73
9,25
65,7
88,91
99,97
5,91
8,44
46,15
97,85
67,29
5,58
6,21
45,17
94,92
24,11
5,99
10,34
42,15
85,94
24,20
8,66
6,2
75,14
82,83
2,71
8,57
3,18
70,18
81,99
51,56
7,60
8,3
59,5
81,83
83,28
6,60
5,50
60,20
97,84
52,79
3,53
3,2
67,1
96,86
18,94
8,62
7,17
68,2
81,87
62,35
4,63
7,19
63,15
89,71
57,9
4,60
6,12
45,7
90,83
22,13
2,79
8,35
47,12
84,87
19,11
3,99
6,11
66,18
82,73
29,35
10,50
9,40
60,17
98,85
21,57
10,82
6,40
56,19
85,99
19,1
7,81
4,32
69,18
82,74
54,75
10,81
10,34
40,9
81,74
44,34
7,63
2,19
61,4
83,78
83,74
9,82
2,50
40,17
99,79
72,68
10,94
5,17
48,7
93,83
34,53
3,87
5,9
40,3
85,85
26,68
4,61
2,13
79,18
87,73
18,27
1,74
9,13
49,19
95,99
69,79
10,62
10,29
73,9
99,89
2,16
10,70
4,37
49,3
89,71
44,66
8,89
2,34
79,7
80,82
51,11
2,96
4,48
48,16
88,73
2,29
1,71
2,41
74,13
94,74
52,71
6,96
8,31
47,5
99,73
82,97
8,50
2,14
69,6
94,76
32,79
10,85
8,17
48,11
95,78
56,63
1,50
1,18
66,1
98,77
87,16
4,70
2,33
46,2
95,99
26,78
8,61
7,36
77,20
94,98
21,77
2,89
5,40
79,14
81,86
7,97
5,74
9,41
61,1
81,85
42,41
10,58
10,18
45,7
85,96
61,39
4,75
9,42
45,15
94,74
1,74
8,74
9,9
67,6
99,78
78,72
7,52
8,30
41,16
85,86
61,20
1,58
9,12
74,15
94,89
63,87
9,54
10,14
62,2
93,85
73,4
6,56
1,42
60,20
98,75
60,45
1,66
9,44
75,8
80,85
89,6
7,81
4,22
65,18
87,98
67,28
6,58
8,21
42,2
88,88
50,7
8,78
4,31
72,15
80,91
41,53
10,71
3,41
54,8
82,85
62,23
6,67
6,50
44,5
94,84
61,77
8,53
7,39
65,16
97,97
96,54
4,69
3,10
75,12
80,99
19,31
4,85
7,42
75,16
86,90
87,28
4,71
8,17
50,14
83,72
32,10
4,77
4,25
47,1
85,85
10,10
10,58
8,32
50,10
84,74
75,35
5,88
8,17
80,11
99,78
23,73
5,66
10,34
50,8
99,74
7,46
3,82
4,37
48,13
94,80
70,39
6,66
4,8
52,9
83,90
25,81
7,85
7,15
63,1
80,90
35,62
10,89
8,43
40,18
80,78
57,32
9,70
8,10
41,5
89,86
92,12
9,51
8,45
43,3
85,86
67,72
3,72
2,7
44,13
86,94
89,75
4,74
4,37
69,15
94,81
73,26
8,82
1,16
56,3
85,76
63,92
3,85
2,50
45,11
96,74
88,49
7,97
5,13
70,2
97,81
40,52
9,99
1,12
44,5
90,90
59,59
7,96
4,27
59,9
91,79
71,72
5,60
1,40
72,9
86,85
95,24
10,66
9,47
77,13
97,71
42,28
8,76
3,17
62,1
83,80
18,79
